Spcode,Category,English.Name,Scientific.Name
y00596,slash,Long-billed/Long-tailed Hermit,Phaethornis longirostris/superciliosus
grbher1,species,Great-billed Hermit,Phaethornis malaris
grbher6,group (polytypic),Great-billed Hermit (Great-billed),Phaethornis malaris malaris/insolitus
grbher5,group (polytypic),Great-billed Hermit (Amazonian),Phaethornis malaris [moorei Group]
grbher4,group (monotypic),Great-billed Hermit (Margaretta's),Phaethornis malaris margarettae
pabher1,species,Pale-bellied Hermit,Phaethornis anthophilus
duther1,species,Dusky-throated Hermit,Phaethornis squalidus
marher1,form,Maranhao Hermit (unrecognized species),Phaethornis maranhaoensis [unrecognized species]
stther1,species,Streak-throated Hermit,Phaethornis rupurumii
lither2,species,Little Hermit,Phaethornis longuemareus
lither3,species,Tapajos Hermit,Phaethornis aethopygus
minher1,species,Minute Hermit,Phaethornis idaliae
cither1,species,Cinnamon-throated Hermit,Phaethornis nattereri
bkther1,species,Black-throated Hermit,Phaethornis atrimentalis
stther2,species,Stripe-throated Hermit,Phaethornis striigularis
gycher1,species,Gray-chinned Hermit,Phaethornis griseogularis
gycher2,group (polytypic),Gray-chinned Hermit (Gray-chinned),Phaethornis griseogularis griseogularis/zonura
gycher3,group (monotypic),Gray-chinned Hermit (Porculla),Phaethornis griseogularis porcullae
redher1,species,Reddish Hermit,Phaethornis ruber
whbher3,species,White-browed Hermit,Phaethornis stuarti
y00693,slash,Reddish/White-browed Hermit,Phaethornis ruber/stuarti
bubher1,species,Buff-bellied Hermit,Phaethornis subochraceus
socher1,species,Sooty-capped Hermit,Phaethornis augusti
plaher1,species,Planalto Hermit,Phaethornis pretrei
scther1,species,Scale-throated Hermit,Phaethornis eurynome
hermit1,spuh,hermit sp.,Phaethornis sp.
grflan1,species,Green-fronted Lancebill,Doryfera ludovicae
blflan1,species,Blue-fronted Lancebill,Doryfera johannae
webhum3,species,Choco Daggerbill,Schistes albogularis
webhum1,species,Geoffroy's Daggerbill,Schistes geoffroyi
webhum2,slash,Choco/Geoffroy's Daggerbill,Schistes albogularis/geoffroyi
hyavis1,species,Hyacinth Visorbearer,Augastes scutatus
hoovis2,species,Hooded Visorbearer,Augastes lumachella
brvear1,species,Brown Violetear,Colibri delphinae
grnvie1,species,Mexican Violetear,Colibri thalassinus
lesvio1,species,Lesser Violetear,Colibri cyanotus
grnvie2,group (monotypic),Lesser Violetear (Costa Rican),Colibri cyanotus cabanidis
grnvio1,group (polytypic),Lesser Violetear (Andean),Colibri cyanotus cyanotus/crissalis
spvear1,species,Sparkling Violetear,Colibri coruscans
y00862,slash,Lesser/Sparkling Violetear,Colibri cyanotus/coruscans
wvvear1,species,White-vented Violetear,Colibri serrirostris
violet1,spuh,violetear sp.,Colibri sp.
tobhum1,species,Tooth-billed Hummingbird,Androdon aequatorialis
horsun2,species,Horned Sungem,Heliactin bilophus
pucfai1,species,Purple-crowned Fairy,Heliothryx barroti
bkefai1,species,Black-eared Fairy,Heliothryx auritus
whtgol1,species,White-tailed Goldenthroat,Polytmus guainumbi
tepgol1,species,Tepui Goldenthroat,Polytmus milleri
grtgol1,species,Green-tailed Goldenthroat,Polytmus theresiae
fitawl1,species,Fiery-tailed Awlbill,Avocettula recurvirostris
ruthum1,species,Ruby-topaz Hummingbird,Chrysolampis mosquitus
grtman1,species,Green-throated Mango,Anthracothorax viridigula
gnbman,species,Green-breasted Mango,Anthracothorax prevostii
gnbman1,group (polytypic),Green-breasted Mango (Green-breasted),Anthracothorax prevostii [prevostii Group]
gnbman2,group (monotypic),Green-breasted Mango (Ecuadorian),Anthracothorax prevostii iridescens
bltman1,species,Black-throated Mango,Anthracothorax nigricollis
verman1,species,Veraguan Mango,Anthracothorax veraguensis
antman1,species,Antillean Mango,Anthracothorax dominicus
antman2,group (monotypic),Antillean Mango (Hispaniolan),Anthracothorax dominicus dominicus
antman3,group (monotypic),Antillean Mango (Puerto Rican),Anthracothorax dominicus aurulentus
greman1,species,Green Mango,Anthracothorax viridis
jamman1,species,Jamaican Mango,Anthracothorax mango
mango1,spuh,mango sp.,Anthracothorax sp.
putcar1,species,Purple-throated Carib,Eulampis jugularis
grtcar1,species,Green-throated Carib,Eulampis holosericeus
ortsun1,species,Orange-throated Sunangel,Heliangelus mavors
amtsun1,species,Amethyst-throated Sunangel,Heliangelus amethysticollis
amtsun2,group (polytypic),Amethyst-throated Sunangel (Longuemare's),Heliangelus amethysticollis clarisse/violiceps
amtsun4,group (monotypic),Amethyst-throated Sunangel (Merida),Heliangelus amethysticollis spencei
amtsun3,group (polytypic),Amethyst-throated Sunangel (Amethyst-throated),Heliangelus amethysticollis [amethysticollis Group]
gorsun1,species,Gorgeted Sunangel,Heliangelus strophianus
tousun1,species,Tourmaline Sunangel,Heliangelus exortis
litsun1,species,Little Sunangel,Heliangelus micraster
putsun1,species,Purple-throated Sunangel,Heliangelus viola
putsun4,group (monotypic),Purple-throated Sunangel (Purple-throated),Heliangelus viola viola
putsun2,group (polytypic),Purple-throated Sunangel (Brilliant),Heliangelus viola splendidus/pyropus
roysun1,species,Royal Sunangel,Heliangelus regalis
grbfir1,species,Green-backed Firecrown,Sephanoides sephaniodes
juffir1,species,Juan Fernandez Firecrown,Sephanoides fernandensis
wictho2,species,Wire-crested Thorntail,Discosura popelairii
bkbtho1,species,Black-bellied Thorntail,Discosura langsdorffi
coptho2,species,Coppery Thorntail,Discosura letitiae
gretho1,species,Green Thorntail,Discosura conversii
ratcoq2,species,Racket-tipped Thorntail,Discosura longicaudus
tufcoq1,species,Tufted Coquette,Lophornis ornatus
doecoq1,species,Dot-eared Coquette,Lophornis gouldii
fricoq1,species,Frilled Coquette,Lophornis magnificus
shccoq,species,Short-crested Coquette,Lophornis brachylophus
ruccoq1,species,Rufous-crested Coquette,Lophornis delattrei
spacoq1,species,Spangled Coquette,Lophornis stictolophus
fescoq1,species,Festive Coquette,Lophornis chalybeus
fescoq2,group (polytypic),Festive Coquette (Butterfly),Lophornis chalybeus verreauxii/klagesi
fescoq3,group (monotypic),Festive Coquette (Festive),Lophornis chalybeus chalybeus
peacoq1,species,Peacock Coquette,Lophornis pavoninus
blccoq1,species,Black-crested Coquette,Lophornis helenae
whccoq1,species,White-crested Coquette,Lophornis adorabilis
y00786,spuh,thorntail/coquette sp.,Discosura/Lophornis sp.
ecupie1,species,Ecuadorian Piedtail,Phlogophilus hemileucurus
perpie1,species,Peruvian Piedtail,Phlogophilus harterti
spehum1,species,Speckled Hummingbird,Adelomyia melanogenys
spehum2,group (polytypic),Speckled Hummingbird (melanogenys Group),Adelomyia melanogenys [melanogenys Group]
spehum3,group (monotypic),Speckled Hummingbird (maculata),Adelomyia melanogenys maculata
spehum4,group (monotypic),Speckled Hummingbird (inornata),Adelomyia melanogenys inornata
lotsyl1,species,Long-tailed Sylph,Aglaiocercus kingii
vitsyl1,species,Violet-tailed Sylph,Aglaiocercus coelestis
vensyl1,species,Venezuelan Sylph,Aglaiocercus berlepschi
retcom1,species,Red-tailed Comet,Sappho sparganurus
brtcom1,species,Bronze-tailed Comet,Polyonymus caroli
gybcom1,species,Gray-bellied Comet,Taphrolesbia griseiventris
ecuhil1,species,Ecuadorian Hillstar,Oreotrochilus chimborazo
buthil1,species,Blue-throated Hillstar,Oreotrochilus cyanolaemus
andhil2,species,Green-headed Hillstar,Oreotrochilus stolzmanni
blbhil1,species,Black-breasted Hillstar,Oreotrochilus melanogaster
andhil3,species,Andean Hillstar,Oreotrochilus estella
whshil1,species,White-sided Hillstar,Oreotrochilus leucopleurus
wethil1,species,Wedge-tailed Hillstar,Oreotrochilus adela
oreotr1,spuh,Oreotrochilus sp.,Oreotrochilus sp.
mouavo1,species,Mountain Avocetbill,Opisthoprora euryptera
blttra1,species,Black-tailed Trainbearer,Lesbia victoriae
grttra1,species,Green-tailed Trainbearer,Lesbia nuna
y00684,slash,Black-tailed/Green-tailed Trainbearer,Lesbia victoriae/nuna
blbtho1,species,Black-backed Thornbill,Ramphomicron dorsale
pubtho1,species,Purple-backed Thornbill,Ramphomicron microrhynchum
ructho1,species,Rufous-capped Thornbill,Chalcostigma ruficeps
olitho1,species,Olivaceous Thornbill,Chalcostigma olivaceum
blmtho1,species,Blue-mantled Thornbill,Chalcostigma stanleyi
brttho1,species,Bronze-tailed Thornbill,Chalcostigma heteropogon
rabtho1,species,Rainbow-bearded Thornbill,Chalcostigma herrani
bufhel1,species,Buffy Helmetcrest,Oxypogon stuebelii
bubhel1,species,Blue-bearded Helmetcrest,Oxypogon cyanolaemus
whbhel1,species,White-bearded Helmetcrest,Oxypogon lindenii
gnbhel1,species,Green-bearded Helmetcrest,Oxypogon guerinii
beahel1,spuh,helmetcrest sp.,Oxypogon sp.
beamou1,species,Bearded Mountaineer,Oreonympha nobilis
beamou2,group (monotypic),Bearded Mountaineer (Western),Oreonympha nobilis albolimbata
beamou3,group (monotypic),Bearded Mountaineer (Eastern),Oreonympha nobilis nobilis
permet1,species,Perija Metaltail,Metallura iracunda
tyrmet1,species,Tyrian Metaltail,Metallura tyrianthina
tyrmet2,group (monotypic),Tyrian Metaltail (Santa Marta),Metallura tyrianthina districta
tyrmet3,group (monotypic),Tyrian Metaltail (Costa),Metallura tyrianthina chloropogon
tyrmet4,group (monotypic),Tyrian Metaltail (Merida),Metallura tyrianthina oreopola
tyrmet5,group (polytypic),Tyrian Metaltail (Tyrian),Metallura tyrianthina tyrianthina/quitensis
tyrmet6,group (monotypic),Tyrian Metaltail (septentrionalis),Metallura tyrianthina septentrionalis
tyrmet7,group (monotypic),Tyrian Metaltail (smaragdinicollis),Metallura tyrianthina smaragdinicollis
x00944,hybrid,Long-tailed Sylph x Tyrian Metaltail (hybrid),Aglaiocercus kingii x Metallura tyrianthina
virmet1,species,Viridian Metaltail,Metallura williami
virmet2,group (monotypic),Viridian Metaltail (recisa),Metallura williami recisa
virmet3,group (monotypic),Viridian Metaltail (Viridian),Metallura williami williami
virmet4,group (monotypic),Viridian Metaltail (Ecuadorian),Metallura williami primolina
virmet5,group (monotypic),Viridian Metaltail (Black-throated),Metallura williami atrigularis
vitmet1,species,Violet-throated Metaltail,Metallura baroni
nebmet1,species,Neblina Metaltail,Metallura odomae
copmet1,species,Coppery Metaltail,Metallura theresiae
fitmet1,species,Fire-throated Metaltail,Metallura eupogon
scamet1,species,Scaled Metaltail,Metallura aeneocauda
blamet1,species,Black Metaltail,Metallura phoebe
metalt1,spuh,metaltail sp.,Metallura sp.
grepuf1,species,Greenish Puffleg,Haplophaedia aureliae
butpuf1,species,Buff-thighed Puffleg,Haplophaedia assimilis
hoapuf1,species,Hoary Puffleg,Haplophaedia lugens
blbpuf3,species,Black-breasted Puffleg,Eriocnemis nigrivestis
gorpuf1,species,Gorgeted Puffleg,Eriocnemis isabellae
glopuf2,species,Glowing Puffleg,Eriocnemis vestita
bltpuf1,species,Black-thighed Puffleg,Eriocnemis derbyi
tutpuf1,species,Turquoise-throated Puffleg,Eriocnemis godini
cobpuf1,species,Coppery-bellied Puffleg,Eriocnemis cupreoventris
savpuf1,species,Sapphire-vented Puffleg,Eriocnemis luciani
savpuf2,group (polytypic),Sapphire-vented Puffleg (Sapphire-vented),Eriocnemis luciani [luciani Group]
savpuf3,group (polytypic),Sapphire-vented Puffleg (Coppery-naped),Eriocnemis luciani sapphiropygia/catharina
gobpuf1,species,Golden-breasted Puffleg,Eriocnemis mosquera
blcpuf1,species,Blue-capped Puffleg,Eriocnemis glaucopoides
colpuf2,species,Colorful Puffleg,Eriocnemis mirabilis
embpuf1,species,Emerald-bellied Puffleg,Eriocnemis aline
marspa1,species,Marvelous Spatuletail,Loddigesia mirabilis
shisun1,species,Shining Sunbeam,Aglaeactis cupripennis
whtsun1,species,White-tufted Sunbeam,Aglaeactis castelnaudii
x00672,hybrid,Shining x White-tufted Sunbeam (hybrid),Aglaeactis cupripennis x castelnaudii
pubsun1,species,Purple-backed Sunbeam,Aglaeactis aliciae
blhsun1,species,Black-hooded Sunbeam,Aglaeactis pamela
broinc1,species,Bronzy Inca,Coeligena coeligena
broinc2,species,Brown Inca,Coeligena wilsoni
blainc1,species,Black Inca,Coeligena prunellei
colinc1,species,Collared Inca,Coeligena torquata
colinc4,group (monotypic),Collared Inca (Green),Coeligena torquata conradii
colinc2,group (polytypic),Collared Inca (Collared),Coeligena torquata [torquata Group]
colinc5,group (monotypic),Collared Inca (Vilcabamba),Coeligena torquata eisenmanni
colinc3,group (polytypic),Collared Inca (Gould's),Coeligena torquata inca/omissa
vitsta1,species,Violet-throated Starfrontlet,Coeligena violifer
vitsta2,group (monotypic),Violet-throated Starfrontlet (Huanuco),Coeligena violifer dichroura
vitsta3,group (monotypic),Violet-throated Starfrontlet (Apurimac),Coeligena violifer albicaudata
vitsta4,group (monotypic),Violet-throated Starfrontlet (Cuzco),Coeligena violifer osculans
vitsta5,group (monotypic),Violet-throated Starfrontlet (Bolivian),Coeligena violifer violifer
raista1,species,Rainbow Starfrontlet,Coeligena iris
whtsta1,species,White-tailed Starfrontlet,Coeligena phalerata
dussta1,species,Dusky Starfrontlet,Coeligena orina
buwsta1,species,Buff-winged Starfrontlet,Coeligena lutetiae
gobsta1,species,Golden-bellied Starfrontlet,Coeligena bonapartei
gobsta2,group (monotypic),Golden-bellied Starfrontlet (Perija),Coeligena bonapartei consita
gobsta6,group (monotypic),Golden-bellied Starfrontlet (Golden-bellied),Coeligena bonapartei bonapartei
gobsta4,group (monotypic),Golden-bellied Starfrontlet (Golden-tailed),Coeligena bonapartei eos
bltsta1,species,Blue-throated Starfrontlet,Coeligena helianthea
mouvel1,species,Mountain Velvetbreast,Lafresnaya lafresnayi
swbhum1,species,Sword-billed Hummingbird,Ensifera ensifera
gresap1,species,Great Sapphirewing,Pterophanes cyanopterus
butcor1,species,Buff-tailed Coronet,Boissonneaua flavescens
chbcor1,species,Chestnut-breasted Coronet,Boissonneaua matthewsii
vepcor1,species,Velvet-purple Coronet,Boissonneaua jardini
bortai1,species,Booted Racket-tail,Ocreatus underwoodii
boorat1,group (polytypic),Booted Racket-tail (White-booted),Ocreatus underwoodii [underwoodii Group]
boorat2,group (monotypic),Booted Racket-tail (Peruvian),Ocreatus underwoodii peruanus
boorat3,group (monotypic),Booted Racket-tail (Anna's),Ocreatus underwoodii annae
boorat4,group (monotypic),Booted Racket-tail (Adda's),Ocreatus underwoodii addae
whthil2,species,Rufous-gaped Hillstar,Urochroa bougueri
whthil3,species,Green-backed Hillstar,Urochroa leucura
pubwhi1,species,Purple-bibbed Whitetip,Urosticte benjamini
ruvwhi1,species,Rufous-vented Whitetip,Urosticte ruficrissa
vebbri1,species,Velvet-browed Brilliant,Heliodoxa xanthogonys
pitbri1,species,Pink-throated Brilliant,Heliodoxa gularis
ruwbri1,species,Rufous-webbed Brilliant,Heliodoxa branickii
bltbri1,species,Black-throated Brilliant,Heliodoxa schreibersii
bktbri1,group (monotypic),Black-throated Brilliant (Black-throated),Heliodoxa schreibersii schreibersii
bktbri2,group (monotypic),Black-throated Brilliant (Black-breasted),Heliodoxa schreibersii whitelyana
goujew1,species,Gould's Jewelfront,Heliodoxa aurescens
fabbri1,species,Fawn-breasted Brilliant,Heliodoxa rubinoides
grcbri1,species,Green-crowned Brilliant,Heliodoxa jacula
empbri1,species,Empress Brilliant,Heliodoxa imperatrix
vifbri1,species,Violet-fronted Brilliant,Heliodoxa leadbeateri
brarub1,species,Brazilian Ruby,Clytolaema rubricauda
giahum1,species,Giant Hummingbird,Patagona gigas
vichum2,species,Violet-chested Hummingbird,Sternoclyta cyanopectus
scthum1,species,Scissor-tailed Hummingbird,Hylonympha macrocerca
maghum1,species,Rivoli's Hummingbird,Eugenes fulgens
maghum2,species,Talamanca Hummingbird,Eugenes spectabilis
lobsta1,species,Long-billed Starthroat,Heliomaster longirostris
plcsta,species,Plain-capped Starthroat,Heliomaster constantii
y00863,slash,Long-billed/Plain-capped Starthroat,Heliomaster longirostris/constantii
stbsta1,species,Stripe-breasted Starthroat,Heliomaster squamosus
bltsta2,species,Blue-tufted Starthroat,Heliomaster furcifer
fithum1,species,Fiery-throated Hummingbird,Panterpe insignis
gtmgem1,species,Green-throated Mountain-gem,Lampornis viridipallens
gbmgem1,species,Green-breasted Mountain-gem,Lampornis sybillae
amthum1,species,Amethyst-throated Mountain-gem,Lampornis amethystinus
amthum2,group (polytypic),Amethyst-throated Mountain-gem (Amethyst-throated),Lampornis amethystinus [amethystinus Group]
amthum3,group (monotypic),Amethyst-throated Mountain-gem (Violet-throated),Lampornis amethystinus margaritae
buthum,species,Blue-throated Mountain-gem,Lampornis clemenciae
wbmgem1,species,White-bellied Mountain-gem,Lampornis hemileucus
ptmgem,species,Purple-throated Mountain-gem,Lampornis calolaemus
wtmgem1,species,White-throated Mountain-gem,Lampornis castaneoventris
whtmog1,group (monotypic),White-throated Mountain-gem (Blue-tailed),Lampornis castaneoventris castaneoventris
whtmog2,group (monotypic),White-throated Mountain-gem (Gray-tailed),Lampornis castaneoventris cinereicauda
x00945,hybrid,Purple-throated x White-throated Mountain-gem (hybrid),Lampornis calolaemus x castaneoventris
y00864,slash,Purple-throated/White-throated Mountain-gem,Lampornis calolaemus/castaneoventris
gathum1,species,Garnet-throated Hummingbird,Lamprolaima rhami
spthum1,species,Sparkling-tailed Hummingbird,Tilmatura dupontii
amewoo1,species,Amethyst Woodstar,Calliphlox amethystina
pershe2,species,Peruvian Sheartail,Thaumastura cora
shtwoo1,species,Short-tailed Woodstar,Myrmia micrura
pucwoo1,species,Purple-collared Woodstar,Myrtis fanny
oashum1,species,Oasis Hummingbird,Rhodopis vesper
chiwoo1,species,Chilean Woodstar,Eulidia yarrellii
x00736,hybrid,Peruvian Sheartail x Chilean Woodstar (hybrid),Thaumastura cora x Eulidia yarrellii
sltwoo1,species,Slender-tailed Woodstar,Microstilbon burmeisteri
whbwoo6,species,White-bellied Woodstar,Chaetocercus mulsant
litwoo5,species,Little Woodstar,Chaetocercus bombus
gorwoo2,species,Gorgeted Woodstar,Chaetocercus heliodor
samwoo2,species,Santa Marta Woodstar,Chaetocercus astreans
esmwoo2,species,Esmeraldas Woodstar,Chaetocercus berlepschi
ruswoo1,species,Rufous-shafted Woodstar,Chaetocercus jourdanii
chaeto1,spuh,Chaetocercus sp.,Chaetocercus sp.
matwoo1,species,Magenta-throated Woodstar,Philodice bryantae
putwoo1,species,Purple-throated Woodstar,Philodice mitchellii
woodst1,spuh,woodstar sp.,Trochilidae sp. (woodstar sp.)
sleshe1,species,Slender Sheartail,Doricha enicura
mexshe1,species,Mexican Sheartail,Doricha eliza
luchum,species,Lucifer Hummingbird,Calothorax lucifer
beahum1,species,Beautiful Hummingbird,Calothorax pulcher
y01030,slash,Lucifer/Beautiful Hummingbird,Calothorax lucifer/pulcher
rthhum,species,Ruby-throated Hummingbird,Archilochus colubris
bkchum,species,Black-chinned Hummingbird,Archilochus alexandri
x00946,hybrid,Lucifer x Black-chinned Hummingbird (hybrid),Calothorax lucifer x Archilochus alexandri
x00850,hybrid,Ruby-throated x Black-chinned Hummingbird (hybrid),Archilochus colubris x alexandri
archil1,slash,Ruby-throated/Black-chinned Hummingbird,Archilochus colubris/alexandri
bahwoo,species,Bahama Woodstar,Nesophlox evelynae
inawoo2,species,Inagua Woodstar,Nesophlox lyrura
verhum1,species,Vervain Hummingbird,Mellisuga minima
beehum1,species,Bee Hummingbird,Mellisuga helenae
annhum,species,Anna's Hummingbird,Calypte anna
x00690,hybrid,Lucifer x Anna's Hummingbird (hybrid),Calothorax lucifer x Calypte anna
